trial_id,experiment_id,model_key,method,preference_id,preference_category,framing_variant,option_a_semantic,option_b_semantic,display_order,repetition_index,extra,timestamp_utc,provider,model_id,model_family,served_model,temperature,top_p,max_tokens,raw_response,call_ok,error,attempts,latency_s,usage,finish_reason,parsed_choice,strength_self_report,parse_success,parse_stage,parse_note
pilot|sequential|mock|p08|neutral|e3|s3|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,3,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e3', 'current_semantic': 'B'}",2026-08-16T11:06:28.184259+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e4|s1|initial_choice,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,4,"{'stage': 1, 'stage_kind': 'initial_choice', 'episode_id': 'pilot|sequential|mock|p08|neutral|e4'}",2026-08-16T11:06:28.185513+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p08|neutral|e4|s2|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,4,"{'stage': 2, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e4', 'current_semantic': 'B', 'continue_shown_as': 'A'}",2026-08-16T11:06:28.186429+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|sequential|mock|p08|neutral|e4|s2|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,4,"{'stage': 2, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e4', 'current_semantic': 'B'}",2026-08-16T11:06:28.185953+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,,,,not_applicable,
pilot|sequential|mock|p08|neutral|e4|s3|continue_or_switch,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,4,"{'stage': 3, 'stage_kind': 'continue_or_switch', 'episode_id': 'pilot|sequential|mock|p08|neutral|e4', 'current_semantic': 'B', 'continue_shown_as': 'B'}",2026-08-16T11:06:28.187200+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|sequential|mock|p08|neutral|e4|s3|perform_task,pilot,mock,sequential,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,4,"{'stage': 3, 'stage_kind': 'perform_task', 'episode_id': 'pilot|sequential|mock|p08|neutral|e4', 'current_semantic': 'B'}",2026-08-16T11:06:28.186791+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,,,,not_applicable,
pilot|tradeoff|mock|p01|neutral|c+0|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'signed_cost': 0, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.150899+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+0|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'signed_cost': 0, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.151107+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+0|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,2,"{'signed_cost': 0, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.151529+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+1|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'signed_cost': 1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.151850+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+1|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'signed_cost': 1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.152252+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+1|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,2,"{'signed_cost': 1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.152736+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+2|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'signed_cost': 2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.153287+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+2|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'signed_cost': 2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.153743+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+2|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,2,"{'signed_cost': 2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.154190+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+4|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,0,"{'signed_cost': 4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.154589+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+4|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,1,"{'signed_cost': 4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.155209+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+4|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,2,"{'signed_cost': 4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.155520+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+8|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'signed_cost': 8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.155910+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+8|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'signed_cost': 8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.156338+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c+8|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,2,"{'signed_cost': 8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.156701+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-1|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,0,"{'signed_cost': -1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.149880+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-1|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,1,"{'signed_cost': -1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.150192+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-1|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,2,"{'signed_cost': -1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.150543+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-2|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'signed_cost': -2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.148914+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-2|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,1,"{'signed_cost': -2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.149233+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-2|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,2,"{'signed_cost': -2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.149662+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-4|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,0,"{'signed_cost': -4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.147804+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-4|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,1,"{'signed_cost': -4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.148068+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-4|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,2,"{'signed_cost': -4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.148596+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-8|r0,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,0,"{'signed_cost': -8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.145597+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-8|r1,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ba,1,"{'signed_cost': -8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.147319+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p01|neutral|c-8|r2,pilot,mock,tradeoff,p01,cognitive_style,neutral,work through a multi-step mathematical reasoning problem,write a condensed summary of a long technical document,ab,2,"{'signed_cost': -8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.147608+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+0|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'signed_cost': 0, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.164370+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+0|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,1,"{'signed_cost': 0, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.164773+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+0|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,2,"{'signed_cost': 0, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.165021+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+1|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'signed_cost': 1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.165396+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+1|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,1,"{'signed_cost': 1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.165634+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+1|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,"{'signed_cost': 1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.166092+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+2|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'signed_cost': 2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.166474+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+2|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,1,"{'signed_cost': 2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.166965+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+2|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,2,"{'signed_cost': 2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.167351+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+4|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'signed_cost': 4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.167733+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+4|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,1,"{'signed_cost': 4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.168300+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+4|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,"{'signed_cost': 4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.168682+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+8|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'signed_cost': 8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.169040+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+8|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,1,"{'signed_cost': 8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.169431+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c+8|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,2,"{'signed_cost': 8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.169946+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-1|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,0,"{'signed_cost': -1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.163111+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-1|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,1,"{'signed_cost': -1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.163437+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-1|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,"{'signed_cost': -1, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.163743+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-2|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'signed_cost': -2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.161862+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-2|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,1,"{'signed_cost': -2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.162264+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-2|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,2,"{'signed_cost': -2, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.162695+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-4|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,0,"{'signed_cost': -4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.161006+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""B""}",True,,1,0.0,,,B,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-4|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,1,"{'signed_cost': -4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.161330+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-4|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,2,"{'signed_cost': -4, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.161574+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-8|r0,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,0,"{'signed_cost': -8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.159876+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-8|r1,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ba,1,"{'signed_cost': -8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.160354+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
pilot|tradeoff|mock|p08|neutral|c-8|r2,pilot,mock,tradeoff,p08,information_processing,neutral,track down the cause of a defect in a piece of code that fails,walk through how a piece of code that already works behaves,ab,2,"{'signed_cost': -8, 'cost_unit': 'additional_repetitions'}",2026-08-16T11:06:28.160637+00:00,mock,mock-deterministic-v1,mock,mock-deterministic-v1,1.0,1.0,300,"{""choice"": ""A""}",True,,1,0.0,,,A,,True,strict_json,
