model_key,preference_id,framing_variant,method,score,n_used,sd,detail
qwen25-7b,p04,action,self_report,0.030000000000000006,10,0.6342975116877988,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.6342975116877988}"
qwen25-7b,p04,neutral,pairwise,-0.4,10,0.28982753492378877,"{""p_a"": 0.3, ""n_used"": 10, ""sd"": 0.28982753492378877}"
qwen25-7b,p04,neutral,self_report,-0.1,10,0.5163977794943222,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5163977794943222}"
qwen25-7b,p04,neutral,tradeoff,0.18518518518518512,27,,"{""indifference_cost"": -3.0, ""monotonicity"": 0.1336306209562122, ""n_used"": 27, ""curve"": {""-8"": 0.6666666666666666, ""-4"": 0.6666666666666666, ""-2"": 0.3333333333333333, ""-1"": 0.3333333333333333, ""0"": 0.3333333333333333, ""1"": 1.0, ""2"": 1.0, ""4"": 0.3333333333333333, ""8"": 0.6666666666666666}, ""n_levels"": 9}"
qwen25-7b,p04,preference,pairwise,-0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.4, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p04,preference,self_report,-0.32999999999999996,10,0.6056218108504496,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.6056218108504496}"
qwen25-7b,p05,action,pairwise,-0.6,10,0.2529822128134704,"{""p_a"": 0.2, ""n_used"": 10, ""sd"": 0.2529822128134704}"
qwen25-7b,p05,action,self_report,-0.8800000000000001,10,0.10327955589886444,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.10327955589886444}"
qwen25-7b,p05,neutral,pairwise,-0.4,10,0.28982753492378877,"{""p_a"": 0.3, ""n_used"": 10, ""sd"": 0.28982753492378877}"
qwen25-7b,p05,neutral,self_report,-0.8,10,0.0,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.0}"
qwen25-7b,p05,neutral,tradeoff,-0.11111111111111116,27,,"{""indifference_cost"": -7.0, ""monotonicity"": -0.11526562159643514, ""n_used"": 27, ""curve"": {""-8"": 0.6666666666666666, ""-4"": 0.0, ""-2"": 0.3333333333333333, ""-1"": 1.0, ""0"": 0.6666666666666666, ""1"": 0.0, ""2"": 0.6666666666666666, ""4"": 0.6666666666666666, ""8"": 0.0}, ""n_levels"": 9}"
qwen25-7b,p05,preference,pairwise,0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.6, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p05,preference,self_report,-0.38,10,0.6811754546370562,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.6811754546370562}"
qwen25-7b,p06,action,pairwise,-0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.4, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p06,action,self_report,-0.1,10,0.5163977794943222,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5163977794943222}"
qwen25-7b,p06,neutral,pairwise,0.0,10,0.31622776601683794,"{""p_a"": 0.5, ""n_used"": 10, ""sd"": 0.31622776601683794}"
qwen25-7b,p06,neutral,self_report,0.2,10,0.4830458915396479,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.4830458915396479}"
qwen25-7b,p06,neutral,tradeoff,0.33333333333333326,27,,"{""indifference_cost"": -6.0, ""monotonicity"": 0.6851601597031488, ""n_used"": 27, ""curve"": {""-8"": 0.6666666666666666, ""-4"": 0.3333333333333333, ""-2"": 0.3333333333333333, ""-1"": 0.3333333333333333, ""0"": 0.6666666666666666, ""1"": 1.0, ""2"": 1.0, ""4"": 0.6666666666666666, ""8"": 1.0}, ""n_levels"": 9}"
qwen25-7b,p06,preference,pairwise,-0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.4, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p06,preference,self_report,0.09,10,0.5087020520675907,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5087020520675907}"
qwen25-7b,p07,action,pairwise,-0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.4, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p07,action,self_report,-0.1,10,0.5163977794943222,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5163977794943222}"
qwen25-7b,p07,neutral,pairwise,0.6000000000000001,10,0.25298221281347033,"{""p_a"": 0.8, ""n_used"": 10, ""sd"": 0.25298221281347033}"
qwen25-7b,p07,neutral,self_report,-0.4,10,0.3265986323710904,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.3265986323710904}"
qwen25-7b,p07,neutral,tradeoff,-0.03703703703703709,27,,"{""indifference_cost"": -5.0, ""monotonicity"": 0.12297746456210364, ""n_used"": 27, ""curve"": {""-8"": 0.0, ""-4"": 0.6666666666666666, ""-2"": 0.6666666666666666, ""-1"": 0.0, ""0"": 1.0, ""1"": 0.6666666666666666, ""2"": 0.3333333333333333, ""4"": 0.6666666666666666, ""8"": 0.3333333333333333}, ""n_levels"": 9}"
qwen25-7b,p07,preference,pairwise,0.6000000000000001,10,0.25298221281347033,"{""p_a"": 0.8, ""n_used"": 10, ""sd"": 0.25298221281347033}"
qwen25-7b,p07,preference,self_report,-0.6,10,0.14142135623730953,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.14142135623730953}"
qwen25-7b,p08,action,pairwise,-0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.4, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p08,action,self_report,0.020000000000000018,10,0.5493430419854044,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5493430419854044}"
qwen25-7b,p08,neutral,pairwise,0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.6, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p08,neutral,self_report,0.16999999999999998,10,0.6092800852007411,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.6092800852007411}"
qwen25-7b,p08,neutral,tradeoff,0.11111111111111094,27,,"{""indifference_cost"": -7.0, ""monotonicity"": -0.2674202786667026, ""n_used"": 27, ""curve"": {""-8"": 0.3333333333333333, ""-4"": 1.0, ""-2"": 0.3333333333333333, ""-1"": 0.6666666666666666, ""0"": 0.6666666666666666, ""1"": 1.0, ""2"": 0.3333333333333333, ""4"": 0.3333333333333333, ""8"": 0.3333333333333333}, ""n_levels"": 9}"
qwen25-7b,p08,preference,pairwise,-0.4,10,0.28982753492378877,"{""p_a"": 0.3, ""n_used"": 10, ""sd"": 0.28982753492378877}"
qwen25-7b,p08,preference,self_report,-0.1,10,0.5637178175095922,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5637178175095922}"
qwen25-7b,p09,action,pairwise,-0.6,10,0.2529822128134704,"{""p_a"": 0.2, ""n_used"": 10, ""sd"": 0.2529822128134704}"
qwen25-7b,p09,action,self_report,-0.2,10,0.4830458915396479,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.4830458915396479}"
qwen25-7b,p09,neutral,pairwise,-0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.4, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p09,neutral,self_report,0.3,10,0.42163702135578396,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.42163702135578396}"
qwen25-7b,p09,neutral,tradeoff,-0.2592592592592592,27,,"{""indifference_cost"": -3.0, ""monotonicity"": -0.21912524504463884, ""n_used"": 27, ""curve"": {""-8"": 0.3333333333333333, ""-4"": 0.3333333333333333, ""-2"": 0.6666666666666666, ""-1"": 0.3333333333333333, ""0"": 0.3333333333333333, ""1"": 0.6666666666666666, ""2"": 0.0, ""4"": 0.3333333333333333, ""8"": 0.3333333333333333}, ""n_levels"": 9}"
qwen25-7b,p09,preference,pairwise,-0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.4, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p09,preference,self_report,0.18,10,0.5921711464320654,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5921711464320654}"
qwen25-7b,p10,action,pairwise,0.6000000000000001,10,0.25298221281347033,"{""p_a"": 0.8, ""n_used"": 10, ""sd"": 0.25298221281347033}"
qwen25-7b,p10,action,self_report,-0.1,10,0.5163977794943222,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5163977794943222}"
qwen25-7b,p10,neutral,pairwise,0.0,10,0.31622776601683794,"{""p_a"": 0.5, ""n_used"": 10, ""sd"": 0.31622776601683794}"
qwen25-7b,p10,neutral,self_report,-0.2,10,0.48304589153964794,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.48304589153964794}"
qwen25-7b,p10,neutral,tradeoff,0.03703703703703698,27,,"{""indifference_cost"": -1.5, ""monotonicity"": 0.4433293138324429, ""n_used"": 27, ""curve"": {""-8"": 0.3333333333333333, ""-4"": 0.3333333333333333, ""-2"": 0.3333333333333333, ""-1"": 0.6666666666666666, ""0"": 0.6666666666666666, ""1"": 0.6666666666666666, ""2"": 0.6666666666666666, ""4"": 0.0, ""8"": 1.0}, ""n_levels"": 9}"
qwen25-7b,p10,preference,pairwise,0.0,10,0.31622776601683794,"{""p_a"": 0.5, ""n_used"": 10, ""sd"": 0.31622776601683794}"
qwen25-7b,p10,preference,self_report,0.12000000000000002,10,0.5349974039397034,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5349974039397034}"
qwen25-7b,p11,action,pairwise,0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.6, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p11,action,self_report,-0.4,10,0.48534065928536785,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.48534065928536785}"
qwen25-7b,p11,neutral,pairwise,0.19999999999999996,10,0.30983866769659335,"{""p_a"": 0.6, ""n_used"": 10, ""sd"": 0.30983866769659335}"
qwen25-7b,p11,neutral,self_report,-0.42000000000000004,10,0.3392802839999859,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.3392802839999859}"
qwen25-7b,p11,neutral,tradeoff,-0.33333333333333337,27,,"{""indifference_cost"": -0.25, ""monotonicity"": 0.12909944487358058, ""n_used"": 27, ""curve"": {""-8"": 0.3333333333333333, ""-4"": 0.3333333333333333, ""-2"": 0.3333333333333333, ""-1"": 0.0, ""0"": 0.6666666666666666, ""1"": 0.3333333333333333, ""2"": 0.0, ""4"": 0.6666666666666666, ""8"": 0.3333333333333333}, ""n_levels"": 9}"
qwen25-7b,p11,preference,pairwise,-0.8,10,0.18973665961010278,"{""p_a"": 0.1, ""n_used"": 10, ""sd"": 0.18973665961010278}"
qwen25-7b,p11,preference,self_report,-0.25,10,0.5542763049438629,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5542763049438629}"
qwen25-7b,p12,action,pairwise,-0.6,10,0.2529822128134704,"{""p_a"": 0.2, ""n_used"": 10, ""sd"": 0.2529822128134704}"
qwen25-7b,p12,action,self_report,-0.21000000000000002,10,0.49091750834534303,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.49091750834534303}"
qwen25-7b,p12,neutral,pairwise,-0.4,10,0.28982753492378877,"{""p_a"": 0.3, ""n_used"": 10, ""sd"": 0.28982753492378877}"
qwen25-7b,p12,neutral,self_report,-0.2,10,0.4830458915396479,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.4830458915396479}"
qwen25-7b,p12,neutral,tradeoff,-0.03703703703703709,27,,"{""indifference_cost"": -6.0, ""monotonicity"": -0.008866586276648858, ""n_used"": 27, ""curve"": {""-8"": 1.0, ""-4"": 0.0, ""-2"": 0.6666666666666666, ""-1"": 0.3333333333333333, ""0"": 0.3333333333333333, ""1"": 0.3333333333333333, ""2"": 0.6666666666666666, ""4"": 0.3333333333333333, ""8"": 0.6666666666666666}, ""n_levels"": 9}"
qwen25-7b,p12,preference,pairwise,-0.4,10,0.28982753492378877,"{""p_a"": 0.3, ""n_used"": 10, ""sd"": 0.28982753492378877}"
qwen25-7b,p12,preference,self_report,0.1,10,0.5163977794943223,"{""n_used"": 10, ""n_strength_imputed"": 0, ""sd"": 0.5163977794943223}"
llama31-8b,p01,neutral,sequential,0.46666666666666656,5,0.298142396999972,"{""mean_occupancy"": 0.7333333333333333, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.298142396999972}"
llama31-8b,p02,neutral,sequential,-0.33333333333333337,5,0.4714045207910317,"{""mean_occupancy"": 0.3333333333333333, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.4714045207910317}"
llama31-8b,p03,neutral,sequential,-0.06666666666666676,5,0.5962847939999438,"{""mean_occupancy"": 0.4666666666666666, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.5962847939999438}"
llama31-8b,p04,neutral,sequential,0.33333333333333326,5,0.4714045207910317,"{""mean_occupancy"": 0.6666666666666666, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.4714045207910317}"
llama31-8b,p05,neutral,sequential,-0.06666666666666665,5,0.760116950066092,"{""mean_occupancy"": 0.4666666666666667, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.760116950066092}"
llama31-8b,p06,neutral,sequential,-0.20000000000000007,5,0.5577733510227171,"{""mean_occupancy"": 0.39999999999999997, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.5577733510227171}"
llama31-8b,p07,neutral,sequential,0.19999999999999996,5,0.29814239699997197,"{""mean_occupancy"": 0.6, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.29814239699997197}"
llama31-8b,p08,neutral,sequential,-0.33333333333333337,5,0.4714045207910317,"{""mean_occupancy"": 0.3333333333333333, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.4714045207910317}"
llama31-8b,p09,neutral,sequential,0.19999999999999973,5,0.29814239699997197,"{""mean_occupancy"": 0.5999999999999999, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.29814239699997197}"
llama31-8b,p10,neutral,sequential,0.19999999999999973,5,0.29814239699997197,"{""mean_occupancy"": 0.5999999999999999, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.29814239699997197}"
llama31-8b,p11,neutral,sequential,0.06666666666666687,5,0.3651483716701107,"{""mean_occupancy"": 0.5333333333333334, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.3651483716701107}"
llama31-8b,p12,neutral,sequential,-0.4666666666666667,5,0.5577733510227171,"{""mean_occupancy"": 0.26666666666666666, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.5577733510227171}"
llama31-8b,c01,neutral,sequential,0.19999999999999973,5,0.29814239699997197,"{""mean_occupancy"": 0.5999999999999999, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.29814239699997197}"
llama31-8b,c02,neutral,sequential,0.33333333333333326,5,0.4714045207910317,"{""mean_occupancy"": 0.6666666666666666, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.4714045207910317}"
qwen25-7b,p01,neutral,sequential,0.19999999999999973,5,0.29814239699997197,"{""mean_occupancy"": 0.5999999999999999, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.29814239699997197}"
qwen25-7b,p02,neutral,sequential,0.19999999999999996,5,0.5577733510227171,"{""mean_occupancy"": 0.6, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.5577733510227171}"
qwen25-7b,p03,neutral,sequential,0.46666666666666656,5,0.7302967433402215,"{""mean_occupancy"": 0.7333333333333333, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.7302967433402215}"
qwen25-7b,p04,neutral,sequential,0.06666666666666665,5,0.760116950066092,"{""mean_occupancy"": 0.5333333333333333, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.760116950066092}"
qwen25-7b,p05,neutral,sequential,-0.6,5,0.3651483716701107,"{""mean_occupancy"": 0.2, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.3651483716701107}"
qwen25-7b,p06,neutral,sequential,-0.06666666666666676,5,0.5962847939999439,"{""mean_occupancy"": 0.4666666666666666, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.5962847939999439}"
qwen25-7b,p07,neutral,sequential,-0.06666666666666676,5,0.3651483716701107,"{""mean_occupancy"": 0.4666666666666666, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.3651483716701107}"
qwen25-7b,p08,neutral,sequential,0.06666666666666665,5,0.3651483716701107,"{""mean_occupancy"": 0.5333333333333333, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.3651483716701107}"
qwen25-7b,p09,neutral,sequential,-0.20000000000000007,5,0.5577733510227171,"{""mean_occupancy"": 0.39999999999999997, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.5577733510227171}"
qwen25-7b,p10,neutral,sequential,-0.20000000000000007,5,0.29814239699997197,"{""mean_occupancy"": 0.39999999999999997, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.29814239699997197}"
qwen25-7b,p11,neutral,sequential,-0.33333333333333337,5,0.4714045207910317,"{""mean_occupancy"": 0.3333333333333333, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.4714045207910317}"
qwen25-7b,p12,neutral,sequential,0.19999999999999996,5,0.5577733510227171,"{""mean_occupancy"": 0.6, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.5577733510227171}"
qwen25-7b,c01,neutral,sequential,1.0,5,0.0,"{""mean_occupancy"": 1.0, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.0}"
qwen25-7b,c02,neutral,sequential,0.8666666666666665,5,0.29814239699997197,"{""mean_occupancy"": 0.9333333333333332, ""n_used"": 5, ""n_incomplete"": 0, ""sd"": 0.29814239699997197}"
